Date,PM10 AQI Value,Main Pollutant,Site Name,Site ID,Source
4/26/2010,51,,Azusa,06-037-0002,AQS
4/27/2010,35,,Los Angeles-North Main Street,06-037-1103,AQS
4/28/2010,22,,Los Angeles-North Main Street,06-037-1103,AQS
4/29/2010,25,,Los Angeles-North Main Street,06-037-1103,AQS
4/30/2010,29,,Los Angeles-North Main Street,06-037-1103,AQS
5/1/2010,39,,Los Angeles-North Main Street,06-037-1103,AQS
5/2/2010,37,,Los Angeles-North Main Street,06-037-1103,AQS
5/3/2010,42,,Los Angeles-North Main Street,06-037-1103,AQS
5/4/2010,42,,Los Angeles-North Main Street,06-037-1103,AQS
5/5/2010,46,,Los Angeles-North Main Street,06-037-1103,AQS
5/6/2010,51,,Los Angeles-North Main Street,06-037-1103,AQS
5/7/2010,59,,Los Angeles-North Main Street,06-037-1103,AQS
5/8/2010,48,,Los Angeles-North Main Street,06-037-1103,AQS
5/9/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
5/10/2010,27,,Los Angeles-North Main Street,06-037-1103,AQS
5/11/2010,35,,Los Angeles-North Main Street,06-037-1103,AQS
5/12/2010,27,,Anaheim,06-059-0007,AQS
5/13/2010,30,,Glendora,06-037-0016,AQS
5/14/2010,42,,Los Angeles-North Main Street,06-037-1103,AQS
5/15/2010,44,,Glendora,06-037-0016,AQS
5/16/2010,37,,Glendora,06-037-0016,AQS
5/17/2010,24,,Los Angeles-North Main Street,06-037-1103,AQS
5/18/2010,16,,Los Angeles-North Main Street,06-037-1103,AQS
5/19/2010,25,,Glendora,06-037-0016,AQS
5/20/2010,36,,Los Angeles-North Main Street,06-037-1103,AQS
5/21/2010,42,,Los Angeles-North Main Street,06-037-1103,AQS
5/22/2010,31,,Glendora,06-037-0016,AQS
5/23/2010,29,,Los Angeles-North Main Street,06-037-1103,AQS
5/24/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
5/25/2010,40,,Lancaster-Division Street,06-037-9033,AQS
5/26/2010,24,,Burbank,06-037-1002,AQS
5/27/2010,17,,Glendora,06-037-0016,AQS
5/28/2010,23,,Los Angeles-North Main Street,06-037-1103,AQS
5/29/2010,23,,Anaheim,06-059-0007,AQS
5/30/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
5/31/2010,33,,Glendora,06-037-0016,AQS
6/1/2010,46,,Burbank,06-037-1002,AQS
6/2/2010,39,,Glendora,06-037-0016,AQS
6/3/2010,44,,Glendora,06-037-0016,AQS
6/4/2010,45,,Glendora,06-037-0016,AQS
6/5/2010,45,,Glendora,06-037-0016,AQS
6/6/2010,34,,Glendora,06-037-0016,AQS
6/7/2010,32,,Azusa,06-037-0002,AQS
6/8/2010,30,,Glendora,06-037-0016,AQS
6/9/2010,27,,Glendora,06-037-0016,AQS
6/10/2010,30,,Glendora,06-037-0016,AQS
6/11/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
6/12/2010,33,,Glendora,06-037-0016,AQS
6/13/2010,40,,Burbank,06-037-1002,AQS
6/14/2010,43,,Glendora,06-037-0016,AQS
6/15/2010,41,,Los Angeles-North Main Street,06-037-1103,AQS
6/16/2010,37,,Los Angeles-North Main Street,06-037-1103,AQS
6/17/2010,43,,Los Angeles-North Main Street,06-037-1103,AQS
6/18/2010,40,,Los Angeles-North Main Street,06-037-1103,AQS
6/19/2010,34,,Glendora,06-037-0016,AQS
6/20/2010,33,,Los Angeles-North Main Street,06-037-1103,AQS
6/21/2010,32,,Glendora,06-037-0016,AQS
6/22/2010,41,,Glendora,06-037-0016,AQS
6/23/2010,39,,Glendora,06-037-0016,AQS
6/24/2010,35,,Glendora,06-037-0016,AQS
6/25/2010,38,,Azusa,06-037-0002,AQS
6/26/2010,29,,Glendora,06-037-0016,AQS
6/27/2010,35,,Glendora,06-037-0016,AQS
6/28/2010,37,,Glendora,06-037-0016,AQS
6/29/2010,37,,Glendora,06-037-0016,AQS
6/30/2010,34,,Glendora,06-037-0016,AQS
7/1/2010,44,,Glendora,06-037-0016,AQS
7/2/2010,44,,Glendora,06-037-0016,AQS
7/3/2010,35,,Glendora,06-037-0016,AQS
7/4/2010,45,,Glendora,06-037-0016,AQS
7/5/2010,57,,Glendora,06-037-0016,AQS
7/6/2010,32,,Glendora,06-037-0016,AQS
7/7/2010,31,,Glendora,06-037-0016,AQS
7/8/2010,35,,Glendora,06-037-0016,AQS
7/9/2010,45,,Glendora,06-037-0016,AQS
7/10/2010,43,,Glendora,06-037-0016,AQS
7/11/2010,38,,Los Angeles-North Main Street,06-037-1103,AQS
7/12/2010,35,,Glendora,06-037-0016,AQS
7/13/2010,53,,Azusa,06-037-0002,AQS
7/14/2010,45,,Los Angeles-North Main Street,06-037-1103,AQS
7/15/2010,44,,Glendora,06-037-0016,AQS
7/16/2010,41,,Los Angeles-North Main Street,06-037-1103,AQS
7/17/2010,39,,Los Angeles-North Main Street,06-037-1103,AQS
7/18/2010,36,,Los Angeles-North Main Street,06-037-1103,AQS
7/19/2010,46,,Azusa,06-037-0002,AQS
7/20/2010,33,,Glendora,06-037-0016,AQS
7/21/2010,31,,Glendora,06-037-0016,AQS
7/22/2010,31,,Glendora,06-037-0016,AQS
7/23/2010,34,,Glendora,06-037-0016,AQS
7/24/2010,30,,Glendora,06-037-0016,AQS
7/25/2010,29,,Glendora,06-037-0016,AQS
7/26/2010,35,,Glendora,06-037-0016,AQS
7/27/2010,37,,Glendora,06-037-0016,AQS
7/28/2010,28,,Glendora,06-037-0016,AQS
7/29/2010,31,,Lancaster-Division Street,06-037-9033,AQS
7/30/2010,36,,Glendora,06-037-0016,AQS
7/31/2010,33,,Los Angeles-North Main Street,06-037-1103,AQS
8/1/2010,34,,Glendora,06-037-0016,AQS
8/2/2010,32,,Glendora,06-037-0016,AQS
8/3/2010,36,,Los Angeles-North Main Street,06-037-1103,AQS
8/4/2010,41,,Glendora,06-037-0016,AQS
8/5/2010,47,,Glendora,06-037-0016,AQS
8/6/2010,42,,Glendora,06-037-0016,AQS
8/7/2010,34,,Glendora,06-037-0016,AQS
8/8/2010,24,,Glendora,06-037-0016,AQS
8/9/2010,30,,Glendora,06-037-0016,AQS
8/10/2010,38,,Glendora,06-037-0016,AQS
8/11/2010,35,,Glendora,06-037-0016,AQS
8/12/2010,38,,Azusa,06-037-0002,AQS
8/13/2010,45,,Glendora,06-037-0016,AQS
8/14/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
8/15/2010,30,,Los Angeles-North Main Street,06-037-1103,AQS
8/16/2010,43,,Glendora,06-037-0016,AQS
8/17/2010,44,,Los Angeles-North Main Street,06-037-1103,AQS
8/18/2010,50,,Azusa,06-037-0002,AQS
8/19/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
8/20/2010,39,,Los Angeles-North Main Street,06-037-1103,AQS
8/21/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
8/22/2010,36,,Los Angeles-North Main Street,06-037-1103,AQS
8/23/2010,45,,Los Angeles-North Main Street,06-037-1103,AQS
8/24/2010,58,,Azusa,06-037-0002,AQS
8/25/2010,51,,Glendora,06-037-0016,AQS
8/26/2010,46,,Glendora,06-037-0016,AQS
8/27/2010,42,,Glendora,06-037-0016,AQS
8/28/2010,32,,Glendora,06-037-0016,AQS
8/29/2010,31,,Glendora,06-037-0016,AQS
8/30/2010,38,,Azusa,06-037-0002,AQS
8/31/2010,38,,Los Angeles-North Main Street,06-037-1103,AQS
9/1/2010,44,,Glendora,06-037-0016,AQS
9/2/2010,39,,Glendora,06-037-0016,AQS
9/3/2010,37,,Los Angeles-North Main Street,06-037-1103,AQS
9/4/2010,42,,Los Angeles-North Main Street,06-037-1103,AQS
9/5/2010,36,,Los Angeles-North Main Street,06-037-1103,AQS
9/6/2010,40,,Glendora,06-037-0016,AQS
9/7/2010,42,,Glendora,06-037-0016,AQS
9/8/2010,37,,Lancaster-Division Street,06-037-9033,AQS
9/9/2010,23,,Los Angeles-North Main Street,06-037-1103,AQS
9/10/2010,30,,Los Angeles-North Main Street,06-037-1103,AQS
9/11/2010,35,,Glendora,06-037-0016,AQS
9/12/2010,37,,Glendora,06-037-0016,AQS
9/13/2010,35,,Los Angeles-North Main Street,06-037-1103,AQS
9/14/2010,33,,Los Angeles-North Main Street,06-037-1103,AQS
9/15/2010,35,,Los Angeles-North Main Street,06-037-1103,AQS
9/16/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
9/17/2010,40,,Azusa,06-037-0002,AQS
9/18/2010,40,,Glendora,06-037-0016,AQS
9/19/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
9/20/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
9/21/2010,41,,Glendora,06-037-0016,AQS
9/22/2010,28,,Glendora,06-037-0016,AQS
9/23/2010,39,,Los Angeles-North Main Street,06-037-1103,AQS
9/24/2010,52,,Los Angeles-North Main Street,06-037-1103,AQS
9/25/2010,44,,Los Angeles-North Main Street,06-037-1103,AQS
9/26/2010,39,,Los Angeles-North Main Street,06-037-1103,AQS
9/27/2010,44,,Los Angeles-North Main Street,06-037-1103,AQS
9/28/2010,37,,Los Angeles-North Main Street,06-037-1103,AQS
9/29/2010,44,,Azusa,06-037-0002,AQS
9/30/2010,40,,Los Angeles-North Main Street,06-037-1103,AQS
10/1/2010,33,,Glendora,06-037-0016,AQS
10/2/2010,39,,Glendora,06-037-0016,AQS
10/3/2010,36,,Glendora,06-037-0016,AQS
10/4/2010,19,,Glendora,06-037-0016,AQS
10/5/2010,29,,Los Angeles-North Main Street,06-037-1103,AQS
10/6/2010,21,,Los Angeles-North Main Street,06-037-1103,AQS
10/7/2010,26,,Los Angeles-North Main Street,06-037-1103,AQS
10/8/2010,38,,Los Angeles-North Main Street,06-037-1103,AQS
10/9/2010,40,,Los Angeles-North Main Street,06-037-1103,AQS
10/10/2010,33,,Long Beach (North),06-037-4002,AQS
10/11/2010,44,,Los Angeles-North Main Street,06-037-1103,AQS
10/12/2010,51,,Glendora,06-037-0016,AQS
10/13/2010,42,,Anaheim,06-059-0007,AQS
10/14/2010,47,,Glendora,06-037-0016,AQS
10/15/2010,51,,Glendora,06-037-0016,AQS
10/16/2010,43,,Glendora,06-037-0016,AQS
10/17/2010,20,,Lancaster-Division Street,06-037-9033,AQS
10/18/2010,19,,Los Angeles-North Main Street,06-037-1103,AQS
10/19/2010,29,,Glendora,06-037-0016,AQS
10/20/2010,16,,Los Angeles-North Main Street,06-037-1103,AQS
10/21/2010,18,,Los Angeles-North Main Street,06-037-1103,AQS
10/22/2010,19,,Glendora,06-037-0016,AQS
10/23/2010,19,,Glendora,06-037-0016,AQS
10/24/2010,21,,Los Angeles-North Main Street,06-037-1103,AQS
10/25/2010,22,,Lancaster-Division Street,06-037-9033,AQS
10/26/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
10/27/2010,38,,Anaheim,06-059-0007,AQS
10/28/2010,33,,Los Angeles-North Main Street,06-037-1103,AQS
10/29/2010,37,,Los Angeles-North Main Street,06-037-1103,AQS
10/30/2010,18,,Los Angeles-North Main Street,06-037-1103,AQS
10/31/2010,22,,Los Angeles-North Main Street,06-037-1103,AQS
11/1/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
11/2/2010,35,,Los Angeles-North Main Street,06-037-1103,AQS
11/3/2010,38,,Los Angeles-North Main Street,06-037-1103,AQS
11/4/2010,39,,Long Beach (South),06-037-4004,AQS
11/5/2010,38,,Los Angeles-North Main Street,06-037-1103,AQS
11/6/2010,27,,Los Angeles-North Main Street,06-037-1103,AQS
11/7/2010,19,,Los Angeles-North Main Street,06-037-1103,AQS
11/8/2010,14,,Los Angeles-North Main Street,06-037-1103,AQS
11/9/2010,25,,Los Angeles-North Main Street,06-037-1103,AQS
11/10/2010,30,,Los Angeles-North Main Street,06-037-1103,AQS
11/11/2010,24,,Los Angeles-North Main Street,06-037-1103,AQS
11/12/2010,32,,Los Angeles-North Main Street,06-037-1103,AQS
11/13/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
11/14/2010,29,,Los Angeles-North Main Street,06-037-1103,AQS
11/15/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
11/16/2010,40,,Burbank,06-037-1002,AQS
11/17/2010,47,,Anaheim,06-059-0007,AQS
11/18/2010,51,,Anaheim,06-059-0007,AQS
11/19/2010,35,,Glendora,06-037-0016,AQS
11/20/2010,10,,Los Angeles-North Main Street,06-037-1103,AQS
11/21/2010,19,,Los Angeles-North Main Street,06-037-1103,AQS
11/22/2010,23,,Los Angeles-North Main Street,06-037-1103,AQS
11/23/2010,23,,Los Angeles-North Main Street,06-037-1103,AQS
11/24/2010,24,,Long Beach (North),06-037-4002,AQS
11/25/2010,32,,Long Beach (North),06-037-4002,AQS
11/26/2010,26,,Los Angeles-North Main Street,06-037-1103,AQS
11/27/2010,28,,Long Beach (North),06-037-4002,AQS
11/28/2010,12,,Los Angeles-North Main Street,06-037-1103,AQS
11/29/2010,24,,Anaheim,06-059-0007,AQS
11/30/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
12/1/2010,33,,Los Angeles-North Main Street,06-037-1103,AQS
12/2/2010,55,,Los Angeles-North Main Street,06-037-1103,AQS
12/3/2010,52,,Long Beach (North),06-037-4002,AQS
12/4/2010,45,,Long Beach (North),06-037-4002,AQS
12/5/2010,51,,Long Beach (North),06-037-4002,AQS
12/6/2010,22,,Los Angeles-North Main Street,06-037-1103,AQS
12/7/2010,40,,Anaheim,06-059-0007,AQS
12/8/2010,38,,Anaheim,06-059-0007,AQS
12/9/2010,44,,Los Angeles-North Main Street,06-037-1103,AQS
12/10/2010,49,,Azusa,06-037-0002,AQS
12/11/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
12/12/2010,28,,Los Angeles-North Main Street,06-037-1103,AQS
12/13/2010,34,,Los Angeles-North Main Street,06-037-1103,AQS
12/14/2010,50,,Los Angeles-North Main Street,06-037-1103,AQS
12/15/2010,28,,Long Beach (North),06-037-4002,AQS
12/16/2010,22,,Los Angeles-North Main Street,06-037-1103,AQS
12/17/2010,16,,Los Angeles-North Main Street,06-037-1103,AQS
12/18/2010,9,,Los Angeles-North Main Street,06-037-1103,AQS
12/19/2010,7,,Los Angeles-North Main Street,06-037-1103,AQS
12/20/2010,8,,Los Angeles-North Main Street,06-037-1103,AQS
12/21/2010,8,,Los Angeles-North Main Street,06-037-1103,AQS
12/22/2010,10,,Los Angeles-North Main Street,06-037-1103,AQS
12/23/2010,21,,Long Beach (North),06-037-4002,AQS
12/24/2010,33,,Anaheim,06-059-0007,AQS
12/25/2010,26,,Los Angeles-North Main Street,06-037-1103,AQS
12/26/2010,13,,Los Angeles-North Main Street,06-037-1103,AQS
12/27/2010,28,,Long Beach (North),06-037-4002,AQS
12/28/2010,31,,Los Angeles-North Main Street,06-037-1103,AQS
12/29/2010,18,,Long Beach (North),06-037-4002,AQS
12/30/2010,13,,Los Angeles-North Main Street,06-037-1103,AQS
12/31/2010,24,,Los Angeles-North Main Street,06-037-1103,AQS
1/1/2011,35,,Long Beach (North),06-037-4002,AQS
1/2/2011,17,,Long Beach (North),06-037-4002,AQS
1/3/2011,15,,Los Angeles-North Main Street,06-037-1103,AQS
1/4/2011,20,,Los Angeles-North Main Street,06-037-1103,AQS
1/5/2011,23,,Los Angeles-North Main Street,06-037-1103,AQS
1/6/2011,31,,Long Beach (North),06-037-4002,AQS
1/7/2011,32,,Los Angeles-North Main Street,06-037-1103,AQS
1/8/2011,30,,Long Beach (North),06-037-4002,AQS
1/9/2011,33,,Glendora,06-037-0016,AQS
1/10/2011,42,,Long Beach (North),06-037-4002,AQS
1/11/2011,24,,Long Beach (North),06-037-4002,AQS
1/12/2011,29,,Anaheim,06-059-0007,AQS
1/13/2011,34,,Anaheim,06-059-0007,AQS
1/14/2011,38,,Anaheim,06-059-0007,AQS
1/15/2011,33,,Long Beach (North),06-037-4002,AQS
1/16/2011,37,,Long Beach (North),06-037-4002,AQS
1/17/2011,48,,Long Beach (North),06-037-4002,AQS
1/18/2011,51,,Anaheim,06-059-0007,AQS
1/19/2011,58,,Los Angeles-North Main Street,06-037-1103,AQS
1/20/2011,42,,Los Angeles-North Main Street,06-037-1103,AQS
1/21/2011,32,,Long Beach (North),06-037-4002,AQS
1/22/2011,39,,Los Angeles-North Main Street,06-037-1103,AQS
1/23/2011,49,,Los Angeles-North Main Street,06-037-1103,AQS
1/24/2011,31,,Long Beach (North),06-037-4002,AQS
1/25/2011,49,,Los Angeles-North Main Street,06-037-1103,AQS
1/26/2011,44,,Long Beach (North),06-037-4002,AQS
1/27/2011,38,,Los Angeles-North Main Street,06-037-1103,AQS
1/28/2011,35,,Los Angeles-North Main Street,06-037-1103,AQS
1/29/2011,33,,Los Angeles-North Main Street,06-037-1103,AQS
1/30/2011,17,,Glendora,06-037-0016,AQS
1/31/2011,28,,Los Angeles-North Main Street,06-037-1103,AQS
2/1/2011,29,,Anaheim,06-059-0007,AQS
2/2/2011,43,,Long Beach (South),06-037-4004,AQS
2/3/2011,35,,Long Beach (North),06-037-4002,AQS
2/4/2011,43,,Long Beach (North),06-037-4002,AQS
2/5/2011,53,,Long Beach (North),06-037-4002,AQS
2/6/2011,44,,Anaheim,06-059-0007,AQS
2/7/2011,36,,Long Beach (North),06-037-4002,AQS
2/8/2011,39,,Los Angeles-North Main Street,06-037-1103,AQS
2/9/2011,52,,Los Angeles-North Main Street,06-037-1103,AQS
2/10/2011,29,,Los Angeles-North Main Street,06-037-1103,AQS
2/11/2011,38,,Los Angeles-North Main Street,06-037-1103,AQS
2/12/2011,34,,Los Angeles-North Main Street,06-037-1103,AQS
2/13/2011,36,,Los Angeles-North Main Street,06-037-1103,AQS
2/14/2011,28,,Los Angeles-North Main Street,06-037-1103,AQS
2/15/2011,20,,Glendora,06-037-0016,AQS
2/16/2011,12,,Los Angeles-North Main Street,06-037-1103,AQS
2/17/2011,21,,Los Angeles-North Main Street,06-037-1103,AQS
2/18/2011,22,,Los Angeles-North Main Street,06-037-1103,AQS
2/19/2011,13,,Los Angeles-North Main Street,06-037-1103,AQS
2/20/2011,16,,Los Angeles-North Main Street,06-037-1103,AQS
2/21/2011,22,,Long Beach (North),06-037-4002,AQS
2/22/2011,22,,Los Angeles-North Main Street,06-037-1103,AQS
2/23/2011,22,,Long Beach (North),06-037-4002,AQS
2/24/2011,22,,Long Beach (North),06-037-4002,AQS
2/25/2011,12,,Long Beach (North),06-037-4002,AQS
2/26/2011,12,,LAX Hastings,06-037-5005,AQS
2/27/2011,15,,Anaheim,06-059-0007,AQS
2/28/2011,23,,Long Beach (North),06-037-4002,AQS
3/1/2011,26,,Glendora,06-037-0016,AQS
3/2/2011,22,,Glendora,06-037-0016,AQS
3/3/2011,22,,Glendora,06-037-0016,AQS
3/4/2011,31,,Long Beach (North),06-037-4002,AQS
3/5/2011,19,,Long Beach (North),06-037-4002,AQS
3/6/2011,20,,Anaheim,06-059-0007,AQS
3/7/2011,27,,Lancaster-Division Street,06-037-9033,AQS
3/8/2011,31,,Anaheim,06-059-0007,AQS
3/9/2011,26,,Anaheim,06-059-0007,AQS
3/10/2011,30,,Long Beach (South),06-037-4004,AQS
3/11/2011,29,,Anaheim,06-059-0007,AQS
3/12/2011,31,,Glendora,06-037-0016,AQS
3/13/2011,38,,Glendora,06-037-0016,AQS
3/14/2011,35,,Anaheim,06-059-0007,AQS
3/15/2011,32,,Glendora,06-037-0016,AQS
3/16/2011,28,,Azusa,06-037-0002,AQS
3/17/2011,31,,Glendora,06-037-0016,AQS
3/18/2011,30,,Glendora,06-037-0016,AQS
3/19/2011,12,,Glendora,06-037-0016,AQS
3/20/2011,19,,Long Beach (North),06-037-4002,AQS
3/21/2011,8,,Burbank,06-037-1002,AQS
3/22/2011,18,,Long Beach (South),06-037-4004,AQS
3/23/2011,18,,Long Beach (North),06-037-4002,AQS
3/24/2011,21,,Long Beach (North),06-037-4002,AQS
3/25/2011,12,,Long Beach (North),06-037-4002,AQS
3/26/2011,16,,Glendora,06-037-0016,AQS
3/27/2011,8,,Glendora,06-037-0016,AQS
3/28/2011,21,,Azusa,06-037-0002,AQS
3/29/2011,31,,Glendora,06-037-0016,AQS
3/30/2011,36,,Los Angeles-North Main Street,06-037-1103,AQS
3/31/2011,36,,Long Beach (North),06-037-4002,AQS
4/1/2011,51,,Los Angeles-North Main Street,06-037-1103,AQS
4/2/2011,29,,Glendora,06-037-0016,AQS
4/3/2011,20,,Los Angeles-North Main Street,06-037-1103,AQS
4/4/2011,31,,Los Angeles-North Main Street,06-037-1103,AQS
4/5/2011,42,,Los Angeles-North Main Street,06-037-1103,AQS
4/6/2011,33,,Glendora,06-037-0016,AQS
4/7/2011,29,,Lancaster-Division Street,06-037-9033,AQS
4/8/2011,17,,Los Angeles-North Main Street,06-037-1103,AQS
4/9/2011,21,,Los Angeles-North Main Street,06-037-1103,AQS
4/10/2011,26,,Los Angeles-North Main Street,06-037-1103,AQS
4/11/2011,30,,Los Angeles-North Main Street,06-037-1103,AQS
4/12/2011,35,,Los Angeles-North Main Street,06-037-1103,AQS
4/13/2011,31,,Glendora,06-037-0016,AQS
4/14/2011,46,,Los Angeles-North Main Street,06-037-1103,AQS
4/15/2011,47,,Los Angeles-North Main Street,06-037-1103,AQS
4/16/2011,42,,Los Angeles-North Main Street,06-037-1103,AQS
4/17/2011,31,,Los Angeles-North Main Street,06-037-1103,AQS
4/18/2011,27,,Los Angeles-North Main Street,06-037-1103,AQS
4/19/2011,28,,Los Angeles-North Main Street,06-037-1103,AQS
4/20/2011,25,,Glendora,06-037-0016,AQS
4/21/2011,25,,Azusa,06-037-0002,AQS
4/22/2011,22,,Los Angeles-North Main Street,06-037-1103,AQS
4/23/2011,29,,Los Angeles-North Main Street,06-037-1103,AQS
4/24/2011,18,,Los Angeles-North Main Street,06-037-1103,AQS
4/25/2011,26,,Los Angeles-North Main Street,06-037-1103,AQS
4/26/2011,37,,Los Angeles-North Main Street,06-037-1103,AQS
4/27/2011,41,,Long Beach (South),06-037-4004,AQS
4/28/2011,43,,Los Angeles-North Main Street,06-037-1103,AQS
4/29/2011,43,,Los Angeles-North Main Street,06-037-1103,AQS
4/30/2011,41,,Anaheim,06-059-0007,AQS
5/1/2011,27,,Los Angeles-North Main Street,06-037-1103,AQS
5/2/2011,39,,Los Angeles-North Main Street,06-037-1103,AQS
5/3/2011,46,,Los Angeles-North Main Street,06-037-1103,AQS
5/4/2011,56,,Los Angeles-North Main Street,06-037-1103,AQS
5/5/2011,59,,Los Angeles-North Main Street,06-037-1103,AQS
5/6/2011,48,,Glendora,06-037-0016,AQS
5/7/2011,39,,Glendora,06-037-0016,AQS
5/8/2011,24,,Los Angeles-North Main Street,06-037-1103,AQS
5/9/2011,24,,Azusa,06-037-0002,AQS
5/10/2011,30,,Los Angeles-North Main Street,06-037-1103,AQS
5/11/2011,36,,Glendora,06-037-0016,AQS
5/12/2011,39,,Glendora,06-037-0016,AQS
5/13/2011,39,,Glendora,06-037-0016,AQS
5/14/2011,22,,Glendora,06-037-0016,AQS
5/15/2011,18,,Long Beach (South),06-037-4004,AQS
5/16/2011,17,,Los Angeles-North Main Street,06-037-1103,AQS
5/17/2011,17,,Los Angeles-North Main Street,06-037-1103,AQS
5/18/2011,20,,Los Angeles-North Main Street,06-037-1103,AQS
5/19/2011,29,,Los Angeles-North Main Street,06-037-1103,AQS
5/20/2011,38,,Glendora,06-037-0016,AQS
5/21/2011,44,,Glendora,06-037-0016,AQS
5/22/2011,37,,Glendora,06-037-0016,AQS
5/23/2011,31,,Glendora,06-037-0016,AQS
5/24/2011,33,,Glendora,06-037-0016,AQS
5/25/2011,40,,Glendora,06-037-0016,AQS
5/26/2011,29,,Glendora,06-037-0016,AQS
5/27/2011,39,,Azusa,06-037-0002,AQS
5/28/2011,33,,Long Beach (North),06-037-4002,AQS
5/29/2011,33,,Los Angeles-North Main Street,06-037-1103,AQS
5/30/2011,28,,Los Angeles-North Main Street,06-037-1103,AQS
5/31/2011,30,,Los Angeles-North Main Street,06-037-1103,AQS
6/1/2011,25,,Los Angeles-North Main Street,06-037-1103,AQS
6/2/2011,33,,Los Angeles-North Main Street,06-037-1103,AQS
6/3/2011,31,,Los Angeles-North Main Street,06-037-1103,AQS
6/4/2011,26,,Glendora,06-037-0016,AQS
6/5/2011,19,,Los Angeles-North Main Street,06-037-1103,AQS
6/6/2011,19,,Los Angeles-North Main Street,06-037-1103,AQS
6/7/2011,24,,Los Angeles-North Main Street,06-037-1103,AQS
6/8/2011,31,,Glendora,06-037-0016,AQS
6/9/2011,41,,Glendora,06-037-0016,AQS
6/10/2011,37,,Glendora,06-037-0016,AQS
6/11/2011,31,,Glendora,06-037-0016,AQS
6/12/2011,26,,Glendora,06-037-0016,AQS
6/13/2011,34,,Glendora,06-037-0016,AQS
6/14/2011,46,,Azusa,06-037-0002,AQS
6/15/2011,42,,Glendora,06-037-0016,AQS
6/16/2011,27,,Glendora,06-037-0016,AQS
6/17/2011,26,,Glendora,06-037-0016,AQS
6/18/2011,34,,Glendora,06-037-0016,AQS
6/19/2011,27,,Glendora,06-037-0016,AQS
6/20/2011,41,,Glendora,06-037-0016,AQS
6/21/2011,48,,Glendora,06-037-0016,AQS
6/22/2011,46,,Glendora,06-037-0016,AQS
6/23/2011,36,,Glendora,06-037-0016,AQS
6/24/2011,38,,Glendora,06-037-0016,AQS
6/25/2011,40,,Glendora,06-037-0016,AQS
6/26/2011,38,,Azusa,06-037-0002,AQS
6/27/2011,42,,Glendora,06-037-0016,AQS
6/28/2011,39,,Los Angeles-North Main Street,06-037-1103,AQS
6/29/2011,32,,Glendora,06-037-0016,AQS
6/30/2011,28,,Los Angeles-North Main Street,06-037-1103,AQS
7/1/2011,37,,Los Angeles-North Main Street,06-037-1103,AQS
7/2/2011,45,,Glendora,06-037-0016,AQS
7/3/2011,50,,Glendora,06-037-0016,AQS
7/4/2011,46,,Glendora,06-037-0016,AQS
7/5/2011,63,,Glendora,06-037-0016,AQS
7/6/2011,41,,Glendora,06-037-0016,AQS
7/7/2011,39,,Glendora,06-037-0016,AQS
7/8/2011,51,,Azusa,06-037-0002,AQS
7/9/2011,32,,Los Angeles-North Main Street,06-037-1103,AQS
7/10/2011,33,,Los Angeles-North Main Street,06-037-1103,AQS
7/11/2011,32,,Los Angeles-North Main Street,06-037-1103,AQS
7/12/2011,30,,Los Angeles-North Main Street,06-037-1103,AQS
7/13/2011,24,,Los Angeles-North Main Street,06-037-1103,AQS
7/14/2011,28,,Glendora,06-037-0016,AQS
7/15/2011,26,,Glendora,06-037-0016,AQS
7/16/2011,30,,Glendora,06-037-0016,AQS
7/17/2011,30,,Glendora,06-037-0016,AQS
7/18/2011,32,,Glendora,06-037-0016,AQS
7/19/2011,31,,Glendora,06-037-0016,AQS
7/20/2011,47,,Azusa,06-037-0002,AQS
7/21/2011,49,,Glendora,06-037-0016,AQS
7/22/2011,50,,Glendora,06-037-0016,AQS
7/23/2011,43,,Glendora,06-037-0016,AQS
7/24/2011,34,,Glendora,06-037-0016,AQS
7/25/2011,31,,Glendora,06-037-0016,AQS
7/26/2011,52,,Azusa,06-037-0002,AQS
7/27/2011,40,,Glendora,06-037-0016,AQS
7/28/2011,39,,Glendora,06-037-0016,AQS
7/29/2011,39,,Glendora,06-037-0016,AQS
7/30/2011,35,,Glendora,06-037-0016,AQS
7/31/2011,32,,Glendora,06-037-0016,AQS
8/1/2011,54,,Azusa,06-037-0002,AQS
8/2/2011,38,,Glendora,06-037-0016,AQS
8/3/2011,40,,Glendora,06-037-0016,AQS
8/4/2011,32,,Glendora,06-037-0016,AQS
8/5/2011,42,,Glendora,06-037-0016,AQS
8/6/2011,39,,Glendora,06-037-0016,AQS
